Wavelength,400 nm,442 nm,500 nm,550 nm,550 nm (2),600 nm,650 nm,700 nm,Large chequerboard (white1),Large chequerboard (white2),Large chequerboard (black1),Large chequerboard (black2),Printer paper (white),Printer paper (toner),dark skin,light skin,blue sky,foliage,blue flower,bluish green,orange,purplish blue,moderate red,purple,yellow green,orange yellow,blue,green,red,yellow,magenta,cyan,white 9.5 (.05 D),neutral 8 (.23 D),neutral 6.5 (.44 D),neutral 5 (.70 D),neutral 3.5 (1.05 D),black 2 (1.5 D),Optoma EP739 90 s after taking white reference,Optoma EP739 just after taking white reference,"400 nm, in wood holder","442 nm, hand-held",Small chequerboard (white1),Small chequerboard (white2),Small chequerboard (black1),Small chequerboard (black2)
540,0.000003,0.002045,0.000377,0.227174,0.602434,0.001158,0.000491,0.000171,0.989491,0.970535,0.060997,0.052299,0.905795,0.052938,0.098084,0.319005,0.243603,0.213828,0.284694,0.634593,0.200875,0.128482,0.117376,0.066272,0.666337,0.470118,0.066655,0.382944,0.067667,0.748465,0.113474,0.289546,1.046005,0.719739,0.445065,0.236304,0.111241,0.041835,0.995214,0.999448,0.000002,0.001797,0.837987,0.82374,0.062062,0.05172
541,0.000002,0.002045,0.000371,0.369212,0.726513,0.001172,0.000504,0.000171,0.989406,0.970458,0.060972,0.052297,0.905002,0.052988,0.098406,0.319402,0.242791,0.213159,0.283489,0.630737,0.203065,0.127277,0.117326,0.065949,0.666379,0.475019,0.066235,0.38043,0.067585,0.752717,0.11378,0.283828,1.046154,0.719753,0.445083,0.236358,0.111251,0.04187,0.999984,1,0.000002,0.001783,0.837936,0.823763,0.062079,0.051706
542,0.000002,0.002105,0.000376,0.585017,0.878542,0.001236,0.000527,0.000182,0.989376,0.970386,0.060984,0.052356,0.904197,0.052996,0.098682,0.320142,0.241912,0.212239,0.282025,0.626829,0.205308,0.126067,0.117285,0.065373,0.666143,0.479428,0.065758,0.377653,0.067453,0.756657,0.114153,0.278019,1.046333,0.719685,0.445018,0.236373,0.111247,0.041845,0.999984,1,0.000002,0.00183,0.837891,0.823864,0.062124,0.051711
543,0.000041,0.002232,0.000386,0.850315,0.960264,0.001306,0.000628,0.000219,0.98927,0.97029,0.060894,0.052285,0.90343,0.053027,0.099057,0.321224,0.241023,0.211175,0.280112,0.622786,0.207698,0.124901,0.11719,0.064595,0.665604,0.48342,0.065309,0.374816,0.067272,0.760316,0.114852,0.272263,1.046318,0.719546,0.444875,0.236397,0.111163,0.041862,0.999984,1,0.000002,0.001911,0.837807,0.823789,0.062053,0.051646
544,0.000121,0.002419,0.000395,0.999936,0.999936,0.001386,0.000764,0.000264,0.98916,0.9702,0.060842,0.052231,0.902666,0.053018,0.099449,0.322525,0.240118,0.209979,0.277955,0.618646,0.210214,0.123781,0.117114,0.063726,0.664882,0.48717,0.064899,0.371911,0.067095,0.763772,0.115652,0.266605,1.046339,0.719391,0.444758,0.236409,0.111094,0.041862,0.999984,1,0.000002,0.002036,0.837749,0.823759,0.062002,0.051621
545,0.00023,0.002669,0.000404,0.999936,0.999936,0.001477,0.00093,0.000316,0.989058,0.97012,0.06085,0.052218,0.9019,0.05296,0.099846,0.32403,0.239192,0.208646,0.275573,0.614406,0.212861,0.122706,0.117066,0.062781,0.663989,0.490704,0.064531,0.368928,0.06693,0.767035,0.116522,0.261046,1.046433,0.719231,0.444682,0.236407,0.111055,0.041835,0.999984,1,0.000051,0.002207,0.837727,0.82381,0.061993,0.051653
546,0.000476,0.002991,0.000453,0.999936,0.999936,0.001602,0.001181,0.000392,0.988923,0.970038,0.060821,0.052142,0.901183,0.052988,0.10021,0.325673,0.238173,0.207116,0.27264,0.609939,0.215813,0.121611,0.116903,0.061714,0.662742,0.493998,0.064135,0.365663,0.06679,0.770037,0.117512,0.255394,1.046397,0.719112,0.44451,0.236393,0.111032,0.041816,0.999984,1,0.000232,0.002431,0.83756,0.823681,0.06198,0.05164
547,0.000748,0.003297,0.0005,0.999936,0.999936,0.001726,0.001415,0.000476,0.988823,0.969929,0.060779,0.052134,0.900508,0.053004,0.100682,0.327279,0.237123,0.205545,0.26955,0.605463,0.218981,0.120555,0.116776,0.060662,0.661395,0.497216,0.063747,0.362349,0.06669,0.772906,0.118484,0.249862,1.046376,0.718958,0.444405,0.236402,0.111001,0.041815,0.999984,1,0.000478,0.002632,0.837369,0.823514,0.061986,0.051597
548,0.001019,0.003567,0.000541,0.999936,0.999936,0.001846,0.001626,0.000556,0.98876,0.969823,0.060732,0.052168,0.899868,0.053009,0.101228,0.328862,0.236032,0.203932,0.266276,0.600948,0.222363,0.119536,0.116663,0.059614,0.659948,0.500379,0.063363,0.358991,0.066615,0.775684,0.119442,0.244414,1.046381,0.718792,0.444344,0.236423,0.110961,0.041823,0.999984,1,0.000768,0.002805,0.837162,0.823332,0.061995,0.051541
549,0.00116,0.003693,0.000555,0.999936,0.999936,0.001946,0.001771,0.000589,0.988771,0.969853,0.060711,0.05217,0.899276,0.052994,0.101772,0.330466,0.234818,0.202233,0.262553,0.596231,0.226136,0.118569,0.116492,0.058512,0.658306,0.50354,0.062968,0.355581,0.066521,0.778472,0.120397,0.238956,1.046482,0.71871,0.444265,0.23643,0.110906,0.041807,0.999984,1,0.001031,0.002906,0.836967,0.823233,0.061941,0.051532
550,0.001134,0.003683,0.000553,0.999936,0.951728,0.002022,0.001805,0.000591,0.988808,0.96986,0.060728,0.052108,0.898737,0.052965,0.102352,0.331826,0.233508,0.20043,0.258643,0.591417,0.23026,0.117583,0.116372,0.057409,0.656545,0.506735,0.062618,0.352106,0.06647,0.781216,0.121275,0.23358,1.046683,0.718663,0.444256,0.236465,0.110852,0.041785,0.999984,1,0.001074,0.00289,0.836693,0.822987,0.06191,0.05154
551,0.00102,0.003579,0.000538,0.999936,0.829646,0.002082,0.00177,0.000574,0.988823,0.969857,0.060748,0.05205,0.898222,0.052963,0.102992,0.332987,0.232144,0.198582,0.254589,0.586561,0.234664,0.116607,0.116263,0.056372,0.654699,0.509953,0.062288,0.348607,0.066444,0.783864,0.122041,0.228315,1.046894,0.718629,0.44426,0.236514,0.110803,0.041765,0.999984,1,0.000989,0.002798,0.83635,0.822674,0.061911,0.05155
552,0.000852,0.003374,0.000509,0.999936,0.568263,0.002123,0.001679,0.000543,0.98876,0.969851,0.060739,0.052067,0.897711,0.053047,0.103754,0.333899,0.230728,0.196704,0.250324,0.581649,0.239464,0.115669,0.116131,0.055494,0.652743,0.513226,0.061963,0.345072,0.066434,0.786345,0.122613,0.223189,1.047032,0.718589,0.444225,0.236571,0.110769,0.041761,0.999984,1,0.000807,0.002631,0.835912,0.82234,0.061969,0.05155
553,0.000688,0.003097,0.000467,0.882625,0.36205,0.002162,0.001524,0.000504,0.988793,0.969814,0.060681,0.052038,0.897283,0.053047,0.104581,0.33449,0.229137,0.194832,0.245899,0.576575,0.244844,0.114785,0.116126,0.054695,0.650669,0.516747,0.061655,0.341441,0.066476,0.788945,0.123018,0.218089,1.047272,0.718581,0.444255,0.236655,0.110792,0.041801,0.999984,1,0.000643,0.002426,0.835333,0.821869,0.061934,0.051487
554,0.000532,0.002821,0.000428,0.667943,0.20129,0.002206,0.001363,0.000462,0.988813,0.969814,0.060637,0.052012,0.896864,0.05304,0.105418,0.334777,0.227433,0.192912,0.241352,0.571319,0.250571,0.11391,0.116097,0.053891,0.64847,0.520351,0.061315,0.337783,0.066541,0.791484,0.123251,0.21306,1.047465,0.718558,0.444275,0.236756,0.110799,0.041818,0.999984,1,0.000487,0.002222,0.834757,0.82134,0.061894,0.051446
555,0.000384,0.002564,0.000396,0.345341,0.090848,0.002259,0.00121,0.000415,0.988789,0.969874,0.060623,0.052,0.896437,0.053046,0.106255,0.334723,0.225611,0.190921,0.236665,0.565841,0.256645,0.113031,0.116001,0.053058,0.646121,0.524015,0.060928,0.334106,0.066623,0.793911,0.123286,0.208114,1.047565,0.718504,0.444261,0.236875,0.110767,0.04179,0.999984,1,0.000339,0.00203,0.83422,0.820764,0.061871,0.051449
556,0.00026,0.002374,0.000365,0.184348,0.046165,0.002339,0.001069,0.000385,0.988712,0.969763,0.060618,0.051999,0.896055,0.053026,0.107241,0.334312,0.223649,0.188878,0.231872,0.560148,0.263453,0.112145,0.115846,0.052442,0.643676,0.527927,0.060646,0.330374,0.0668,0.796339,0.123195,0.203321,1.047731,0.718438,0.444239,0.236959,0.110749,0.041778,0.999984,1,0.000229,0.001891,0.83345,0.820082,0.061865,0.051438
557,0.000148,0.002196,0.000343,0.081301,0.019944,0.002416,0.000945,0.000338,0.988637,0.969671,0.060648,0.052014,0.895662,0.053049,0.1083,0.333653,0.221651,0.186805,0.227077,0.554383,0.270691,0.111275,0.115722,0.051904,0.641097,0.531958,0.060339,0.32663,0.066987,0.798693,0.122962,0.198609,1.047874,0.718397,0.444179,0.23704,0.110719,0.04176,0.999984,1,0.000124,0.001758,0.832633,0.819339,0.061891,0.051444
558,0.000057,0.00203,0.000329,0.029583,0.009284,0.002494,0.000837,0.00028,0.988561,0.969597,0.060689,0.052033,0.895266,0.053094,0.109422,0.33277,0.219613,0.184716,0.222285,0.548531,0.278361,0.110414,0.115624,0.051431,0.638395,0.536122,0.060014,0.322862,0.067187,0.800978,0.122607,0.193982,1.047977,0.718371,0.444096,0.237119,0.110679,0.041739,0.999984,1,0.00003,0.001633,0.83178,0.818531,0.061927,0.051455
559,0.000056,0.001891,0.000312,0.016428,0.006519,0.002606,0.000767,0.000243,0.988464,0.96952,0.06059,0.051959,0.894944,0.053017,0.110573,0.331716,0.217475,0.182688,0.21753,0.542427,0.286729,0.109528,0.115517,0.050982,0.635576,0.540575,0.059724,0.318955,0.067449,0.803212,0.122183,0.189515,1.047919,0.718294,0.444082,0.2372,0.110643,0.041733,0.999984,1,0.000002,0.001531,0.83091,0.817607,0.061843,0.051407
560,0.000071,0.0018,0.000308,0.010046,0.00497,0.002739,0.000739,0.000226,0.988335,0.969372,0.060511,0.051933,0.894614,0.052988,0.111809,0.330714,0.21537,0.180648,0.212794,0.536316,0.295607,0.108714,0.115466,0.050588,0.632663,0.545146,0.059456,0.315114,0.067777,0.805365,0.121768,0.185217,1.047886,0.71814,0.444029,0.237266,0.110606,0.041714,0.999984,1,0.000002,0.001459,0.829974,0.816738,0.061781,0.051342
561,0.000083,0.001724,0.000305,0.007288,0.004095,0.002879,0.000721,0.000213,0.9882,0.969209,0.060472,0.051925,0.89431,0.052998,0.113118,0.329767,0.213298,0.178619,0.208121,0.530209,0.304936,0.107946,0.115438,0.050266,0.629677,0.549867,0.059214,0.311282,0.068167,0.80749,0.121396,0.18106,1.047854,0.717948,0.443954,0.237341,0.110584,0.041696,0.999984,1,0.000015,0.001391,0.829059,0.81592,0.061755,0.051296
562,0.000066,0.001627,0.00028,0.005907,0.003536,0.003013,0.000671,0.000188,0.988094,0.969102,0.060525,0.051903,0.894092,0.053062,0.114534,0.328909,0.21127,0.176633,0.203577,0.524082,0.314996,0.107218,0.115398,0.050089,0.626574,0.554922,0.059021,0.307362,0.068662,0.809664,0.121143,0.177075,1.047785,0.717746,0.443873,0.237469,0.110614,0.041696,0.999984,1,0.000013,0.001295,0.828297,0.815176,0.061809,0.051332
563,0.000072,0.001553,0.000291,0.005068,0.003177,0.003199,0.000655,0.000199,0.988126,0.969088,0.060498,0.051897,0.893792,0.053074,0.116057,0.328372,0.209371,0.174725,0.199278,0.518021,0.32575,0.106549,0.115563,0.049961,0.623459,0.560276,0.058817,0.303427,0.069278,0.811813,0.121001,0.17327,1.04779,0.717627,0.44386,0.237611,0.110566,0.041721,0.999984,1,0.000034,0.001236,0.827673,0.814568,0.061777,0.051294
564,0.000081,0.001472,0.000296,0.004438,0.002882,0.003392,0.00064,0.000204,0.988132,0.96909,0.060458,0.051885,0.89349,0.053063,0.117635,0.328114,0.207545,0.172863,0.195162,0.512043,0.336889,0.105898,0.115816,0.049879,0.620305,0.565781,0.05863,0.299498,0.069955,0.813961,0.121022,0.169647,1.047857,0.717562,0.443854,0.237761,0.11051,0.041729,0.999984,1,0.000046,0.001171,0.827158,0.814076,0.061745,0.051268
565,0.000083,0.001369,0.00028,0.003942,0.002613,0.003577,0.000609,0.000187,0.988044,0.969083,0.06043,0.051859,0.893215,0.053037,0.11927,0.328188,0.205783,0.171043,0.191232,0.506155,0.348425,0.105253,0.116135,0.049852,0.617086,0.571435,0.058474,0.295575,0.070688,0.816122,0.121262,0.166236,1.047993,0.717553,0.443836,0.237921,0.110474,0.041704,0.999984,1,0.000035,0.001083,0.826767,0.813721,0.061745,0.051289
566,0.000094,0.0013,0.00027,0.003585,0.002421,0.0038,0.000602,0.000188,0.988145,0.969193,0.060395,0.051821,0.892913,0.053069,0.121052,0.328896,0.204198,0.169324,0.187569,0.500179,0.360716,0.104697,0.116747,0.049788,0.613693,0.577485,0.058344,0.291626,0.071573,0.818327,0.121825,0.162964,1.048059,0.717513,0.443841,0.238087,0.110476,0.041704,0.999984,1,0.000052,0.001009,0.826579,0.813606,0.061737,0.051253
567,0.000096,0.001236,0.000262,0.003266,0.002256,0.004049,0.000592,0.000181,0.988246,0.969303,0.060391,0.051799,0.892667,0.053098,0.122862,0.330029,0.202692,0.167667,0.184109,0.494293,0.373295,0.104152,0.117538,0.049788,0.610328,0.583696,0.058242,0.287665,0.072496,0.820547,0.122645,0.159835,1.048228,0.717518,0.443881,0.238255,0.110464,0.041682,0.999984,1,0.000058,0.000939,0.826521,0.813609,0.061732,0.051252
568,0.000097,0.001178,0.000259,0.002983,0.002116,0.004327,0.000582,0.000168,0.988342,0.969411,0.060414,0.051794,0.892471,0.053118,0.124704,0.331603,0.201265,0.166073,0.180856,0.488502,0.386148,0.103619,0.118521,0.04986,0.606986,0.590055,0.058164,0.28369,0.073459,0.822776,0.123726,0.156849,1.048489,0.717566,0.443957,0.238425,0.110441,0.04164,0.999984,1,0.000055,0.000874,0.826593,0.81373,0.061733,0.051285
569,0.000201,0.00116,0.000285,0.002803,0.002044,0.004661,0.000624,0.000192,0.988521,0.969581,0.060409,0.051825,0.892203,0.053079,0.12674,0.334144,0.200046,0.16463,0.178013,0.482799,0.399546,0.10321,0.120047,0.050021,0.603469,0.596614,0.05808,0.279651,0.074593,0.824923,0.125296,0.15411,1.048628,0.717578,0.444074,0.238602,0.110474,0.041623,0.999984,1,0.000097,0.000861,0.826914,0.814123,0.061787,0.051288
570,0.000368,0.001165,0.000287,0.002642,0.001967,0.005014,0.000671,0.000205,0.988687,0.969727,0.060374,0.051797,0.89194,0.053108,0.128786,0.337185,0.198906,0.163234,0.175413,0.477095,0.413099,0.102819,0.121901,0.050169,0.599893,0.603252,0.057978,0.275574,0.075785,0.827019,0.127259,0.151453,1.048746,0.71756,0.444108,0.238766,0.110475,0.041641,0.999984,1,0.000191,0.000856,0.827298,0.814578,0.061795,0.051259
571,0.000604,0.001206,0.000291,0.002498,0.001906,0.005409,0.000735,0.000225,0.988841,0.969879,0.060334,0.051753,0.891688,0.053154,0.130857,0.340731,0.197828,0.161894,0.173049,0.471421,0.426766,0.102451,0.124081,0.050325,0.596243,0.609973,0.057893,0.271469,0.07704,0.829073,0.129556,0.148887,1.048878,0.717545,0.444107,0.238922,0.110459,0.041669,0.999984,1,0.000358,0.00087,0.827754,0.815094,0.061778,0.051222
572,0.000964,0.001333,0.00035,0.002378,0.001911,0.005915,0.00085,0.000294,0.98898,0.970098,0.060342,0.051771,0.891462,0.053118,0.133004,0.345115,0.196821,0.16066,0.171065,0.465861,0.440526,0.102129,0.126795,0.050532,0.592442,0.616835,0.057913,0.267333,0.078411,0.831072,0.132284,0.146498,1.049105,0.717605,0.444145,0.23908,0.11045,0.041664,0.999984,1,0.000683,0.000942,0.828344,0.815705,0.061759,0.051224
573,0.001237,0.001454,0.000377,0.002273,0.0019,0.006482,0.000955,0.000327,0.989045,0.970199,0.060375,0.05177,0.891256,0.053166,0.135158,0.350295,0.195949,0.159424,0.169357,0.460367,0.454385,0.101789,0.1302,0.050789,0.58851,0.62368,0.057868,0.263146,0.079859,0.833015,0.135578,0.144173,1.049335,0.71758,0.44413,0.239222,0.110398,0.041645,0.999984,1,0.001,0.000993,0.829,0.816396,0.061727,0.051274
574,0.001408,0.001565,0.000399,0.002184,0.001891,0.007116,0.001058,0.000352,0.989102,0.970266,0.060379,0.051751,0.891062,0.05321,0.137357,0.356047,0.195128,0.158246,0.167947,0.454903,0.468199,0.101469,0.134131,0.051087,0.584466,0.630509,0.057813,0.258888,0.081402,0.834885,0.139307,0.14194,1.049451,0.717485,0.444057,0.239336,0.110356,0.041637,0.999984,1,0.001251,0.001044,0.829701,0.817163,0.06167,0.051292
575,0.001436,0.00166,0.000432,0.00212,0.001891,0.007844,0.001163,0.000381,0.989189,0.970334,0.060312,0.051707,0.890881,0.0532,0.139639,0.362454,0.194331,0.157179,0.166958,0.449455,0.481877,0.101198,0.138691,0.051433,0.580281,0.63732,0.057776,0.254514,0.083087,0.836648,0.143557,0.13985,1.049341,0.717299,0.443905,0.239406,0.110357,0.041657,0.999984,1,0.001377,0.001103,0.830452,0.818034,0.061572,0.051222
576,0.001299,0.001739,0.00045,0.002043,0.001877,0.008795,0.001246,0.000393,0.989252,0.970407,0.060291,0.051668,0.890753,0.053161,0.141822,0.369753,0.193693,0.156188,0.166313,0.444095,0.495228,0.100926,0.14436,0.051752,0.575983,0.643998,0.057744,0.250208,0.084908,0.838284,0.148493,0.137869,1.049239,0.717123,0.443799,0.239478,0.110331,0.041622,0.999984,1,0.00126,0.001155,0.831252,0.818838,0.061491,0.051221
577,0.00111,0.001787,0.000472,0.001968,0.001848,0.009931,0.001294,0.000401,0.98926,0.970458,0.060274,0.051657,0.890625,0.053153,0.144025,0.377577,0.193121,0.155213,0.165951,0.438791,0.508455,0.100714,0.150734,0.052126,0.571571,0.650669,0.05773,0.245844,0.086938,0.839863,0.153887,0.135992,1.049128,0.716932,0.443703,0.239548,0.110297,0.041629,0.999984,1,0.00107,0.001187,0.832104,0.819651,0.061397,0.051233
578,0.000883,0.0018,0.0005,0.001896,0.001801,0.011281,0.001304,0.000406,0.989214,0.970489,0.060256,0.051676,0.89049,0.053183,0.146261,0.385934,0.192608,0.154245,0.165889,0.433541,0.521571,0.100563,0.157843,0.052567,0.567038,0.657347,0.057733,0.241401,0.089198,0.841393,0.159763,0.134221,1.049008,0.71672,0.443611,0.239617,0.110253,0.041682,0.999984,1,0.000823,0.001194,0.833006,0.820492,0.061287,0.051254
579,0.000663,0.001726,0.000507,0.001815,0.00174,0.013366,0.001276,0.000405,0.989377,0.97059,0.060254,0.051663,0.890343,0.053229,0.148462,0.395055,0.192211,0.153256,0.166314,0.428376,0.534283,0.100328,0.166252,0.053017,0.562468,0.663851,0.0577,0.236911,0.091653,0.842884,0.166464,0.132487,1.048977,0.716484,0.44346,0.239675,0.11014,0.041619,0.999984,1,0.000582,0.00115,0.833882,0.821536,0.061221,0.051261
580,0.000471,0.001626,0.00052,0.001736,0.001661,0.016685,0.001223,0.000399,0.989582,0.970775,0.060242,0.051639,0.890212,0.053233,0.150648,0.40466,0.191914,0.152387,0.167045,0.423342,0.546636,0.100191,0.175542,0.053527,0.557793,0.670265,0.057709,0.232443,0.094426,0.8444,0.173761,0.130896,1.04896,0.71637,0.443373,0.239706,0.110107,0.041612,0.999984,1,0.000373,0.001087,0.834872,0.822637,0.061183,0.051248
581,0.000316,0.001508,0.000531,0.001662,0.001572,0.02169,0.001157,0.000388,0.989805,0.971007,0.060227,0.051609,0.890109,0.053213,0.152809,0.41467,0.191692,0.151589,0.168039,0.418397,0.558665,0.100117,0.185636,0.054075,0.553038,0.67659,0.057732,0.22799,0.097478,0.845924,0.181586,0.129406,1.048974,0.716321,0.443315,0.239723,0.11011,0.041632,0.999984,1,0.000201,0.001013,0.835948,0.823783,0.06117,0.051232
582,0.000254,0.001388,0.000516,0.001599,0.001492,0.031087,0.001103,0.000374,0.989984,0.971202,0.060219,0.05158,0.890089,0.053201,0.154881,0.425083,0.191532,0.150762,0.169349,0.413499,0.570176,0.100041,0.196841,0.05463,0.548242,0.682734,0.057692,0.223568,0.100883,0.847401,0.190081,0.127966,1.049093,0.716196,0.443194,0.239758,0.110045,0.041607,0.999984,1,0.000109,0.000942,0.837071,0.82496,0.061188,0.051262
583,0.000212,0.001275,0.000481,0.001528,0.001408,0.049638,0.001024,0.000332,0.990246,0.971489,0.060244,0.05159,0.890023,0.053256,0.156912,0.435819,0.191505,0.14998,0.170958,0.408722,0.581126,0.100008,0.208973,0.055302,0.543389,0.688663,0.057707,0.21913,0.104781,0.848842,0.199211,0.126649,1.049288,0.716162,0.443166,0.239799,0.110019,0.041624,0.999984,1,0.000065,0.000873,0.83827,0.826205,0.061289,0.051295
584,0.000179,0.001168,0.000449,0.001451,0.001327,0.078226,0.000943,0.000288,0.99052,0.971791,0.060254,0.051596,0.889985,0.053308,0.158922,0.446797,0.191549,0.149218,0.172802,0.403988,0.591753,0.099985,0.221889,0.05603,0.538467,0.694471,0.057731,0.214675,0.109073,0.850268,0.208879,0.1254,1.049519,0.716156,0.443155,0.239827,0.110004,0.041646,0.999984,1,0.000047,0.000807,0.839493,0.827444,0.061378,0.051303
585,0.000149,0.001068,0.000438,0.001371,0.001255,0.122732,0.000873,0.000261,0.990755,0.972052,0.060203,0.051562,0.890052,0.053299,0.160897,0.457988,0.191652,0.148471,0.174935,0.3993,0.601996,0.099954,0.235781,0.056787,0.533471,0.700125,0.057729,0.210227,0.113847,0.851677,0.219211,0.124214,1.049767,0.716139,0.443106,0.23982,0.10998,0.041642,0.999984,1,0.000048,0.000748,0.840698,0.8286,0.061372,0.051249
586,0.000123,0.000979,0.000403,0.001305,0.001181,0.190987,0.000816,0.000232,0.99109,0.972445,0.060192,0.051529,0.890068,0.053281,0.16274,0.469141,0.191717,0.147666,0.177174,0.394547,0.611433,0.099933,0.250522,0.057505,0.528253,0.705436,0.057703,0.205744,0.119195,0.852958,0.230065,0.123052,1.049945,0.716072,0.443011,0.239772,0.109886,0.041632,0.999984,1,0.000025,0.000706,0.841991,0.829944,0.061424,0.051287
587,0.000093,0.000903,0.000364,0.001242,0.001106,0.269914,0.000768,0.000208,0.991419,0.972793,0.060182,0.051536,0.890157,0.053276,0.164503,0.480298,0.191822,0.146871,0.179556,0.389787,0.620436,0.099946,0.265852,0.058289,0.522987,0.710615,0.057687,0.201324,0.125007,0.854219,0.241382,0.12191,1.050132,0.716027,0.442921,0.239732,0.109828,0.041627,0.999984,1,0.000002,0.000664,0.84322,0.831225,0.061464,0.051313
588,0.000055,0.000841,0.000325,0.001181,0.00103,0.357917,0.000731,0.000191,0.991719,0.973054,0.060166,0.051595,0.890349,0.05329,0.166188,0.491473,0.19199,0.146102,0.182107,0.385026,0.629036,0.100002,0.281794,0.059165,0.517698,0.71569,0.057688,0.196989,0.131315,0.85548,0.253207,0.12079,1.050344,0.716021,0.442847,0.239708,0.109832,0.041631,0.999984,1,0.000002,0.000617,0.844347,0.832387,0.061479,0.051307
589,0.00004,0.000818,0.000321,0.001123,0.000981,0.442286,0.000701,0.000185,0.991977,0.973307,0.060087,0.051525,0.89045,0.053328,0.16778,0.502228,0.192053,0.145317,0.184786,0.380184,0.636729,0.100067,0.298355,0.060057,0.512257,0.720286,0.057696,0.192648,0.138535,0.856545,0.265547,0.11977,1.050507,0.715951,0.442715,0.239631,0.109754,0.0416,0.999984,1,0.000002,0.000594,0.845352,0.833499,0.061628,0.051272
590,0.000009,0.000788,0.000323,0.001071,0.000939,0.514936,0.000672,0.00018,0.9922,0.973488,0.060056,0.051488,0.890637,0.053394,0.169308,0.512762,0.192134,0.144527,0.187575,0.375319,0.643976,0.100137,0.315341,0.061005,0.506766,0.724702,0.057706,0.188368,0.146313,0.857522,0.27825,0.118732,1.050606,0.715856,0.442566,0.239544,0.109689,0.041604,0.999984,1,0.000002,0.000569,0.846323,0.834512,0.061724,0.051262
591,0.000002,0.000754,0.000328,0.001029,0.000907,0.577538,0.000649,0.000175,0.992376,0.973615,0.060066,0.051482,0.890904,0.053468,0.17076,0.523067,0.192212,0.143722,0.190472,0.370409,0.650768,0.100211,0.332709,0.062,0.501216,0.728928,0.05771,0.18414,0.154651,0.858411,0.291297,0.117678,1.05065,0.715734,0.442401,0.239443,0.109628,0.041632,0.998945,0.999897,0.000002,0.000545,0.847241,0.835438,0.061778,0.051277
592,0.000002,0.000729,0.000329,0.001027,0.000893,0.634793,0.000667,0.000175,0.992416,0.973741,0.060088,0.051511,0.891245,0.053437,0.172019,0.532869,0.192187,0.142862,0.193481,0.365407,0.656777,0.100276,0.350157,0.063,0.495602,0.73278,0.057669,0.180001,0.163661,0.859158,0.304559,0.116636,1.050661,0.715575,0.442226,0.239295,0.109519,0.041645,0.991318,0.999133,0.000002,0.000548,0.847989,0.836273,0.061833,0.051331
593,0.000002,0.000721,0.000342,0.001028,0.000885,0.687402,0.000676,0.000174,0.992536,0.973879,0.060095,0.051494,0.891586,0.053396,0.173175,0.542211,0.192132,0.141995,0.196674,0.360343,0.662271,0.100321,0.367717,0.064114,0.489961,0.736395,0.057634,0.175993,0.173351,0.859806,0.318086,0.115636,1.050636,0.715379,0.441999,0.239179,0.10941,0.041639,0.989098,0.998849,0.000002,0.000546,0.848681,0.837044,0.061844,0.051344
594,0.000002,0.000723,0.000351,0.001025,0.000883,0.730628,0.000687,0.00017,0.992647,0.973986,0.060077,0.051452,0.891955,0.053396,0.174249,0.551244,0.192013,0.141107,0.200042,0.355212,0.667361,0.100378,0.385358,0.065339,0.484311,0.73983,0.057608,0.172073,0.183627,0.860372,0.331843,0.11465,1.050565,0.715145,0.44174,0.239035,0.109309,0.041626,0.989305,0.998794,0.000002,0.00054,0.849322,0.837725,0.061829,0.051313
595,0.000002,0.000735,0.000331,0.001009,0.000891,0.745805,0.000717,0.00016,0.992639,0.973995,0.060007,0.051399,0.892394,0.053515,0.175211,0.55988,0.191761,0.140182,0.203634,0.350031,0.671904,0.100492,0.402887,0.066716,0.478737,0.743017,0.057594,0.168281,0.194588,0.860825,0.34576,0.113661,1.050412,0.714854,0.441459,0.23878,0.109233,0.041615,0.98949,0.998773,0.000002,0.00053,0.849883,0.838227,0.061795,0.051213
596,0.000002,0.000731,0.000334,0.001023,0.00088,0.726109,0.000767,0.000155,0.992771,0.974061,0.059938,0.051342,0.892815,0.053527,0.176088,0.567912,0.191473,0.139309,0.207573,0.344842,0.675973,0.100509,0.42012,0.068227,0.473357,0.745987,0.057539,0.164574,0.206176,0.861294,0.359622,0.112701,1.050378,0.714625,0.441214,0.238523,0.109136,0.041581,0.989646,0.998784,0.000002,0.000525,0.850346,0.838713,0.061741,0.051128
597,0.000002,0.000721,0.000329,0.001029,0.000868,0.684101,0.000814,0.000162,0.992925,0.974186,0.059852,0.051285,0.893292,0.053517,0.176878,0.575678,0.191113,0.138417,0.211768,0.339616,0.679748,0.100526,0.43726,0.069862,0.468047,0.748861,0.057481,0.161017,0.218292,0.861755,0.373624,0.111744,1.050336,0.714445,0.441006,0.238308,0.109036,0.041572,0.989787,0.998787,0.000002,0.000518,0.850813,0.839228,0.061716,0.051062
598,0.000002,0.000708,0.000303,0.001014,0.000856,0.617072,0.000848,0.000185,0.99307,0.974382,0.05974,0.05123,0.893858,0.053507,0.177556,0.583186,0.190653,0.137483,0.216231,0.334358,0.683203,0.100575,0.454283,0.071639,0.462805,0.75164,0.057429,0.157676,0.230978,0.862199,0.387799,0.110787,1.050249,0.714325,0.440843,0.238159,0.108936,0.041607,0.989907,0.998766,0.000002,0.000505,0.851313,0.839787,0.061738,0.05102
